17201,"(0,)",He wants to do this rap thing doesn 't he ?,"[He/PRP, wants/VBZ, to/TO, do/VB, this/DT, rap/NN, thing/NN, doesn/JJ, 't/PRP, he/PRP, ?/.]",(ROOT (S (NP (PRP He)) (VP (VBZ wants) (S (VP (TO to) (VP (VB do) (S (NP (NP (DT this) (NN rap) (NN thing)) (ADJP (JJ doesn) (NP (PRP 't)))) (NP (PRP he))))))) (. ?)))
17201,"(516,)","It 's just as well Paul didn 't go with him , cos Paul would 've been singled out as well .","[It/PRP, 's/VBZ, just/RB, as/RB, well/RB, Paul/NNP, didn/NNP, 't/PRP, go/VB, with/IN, him/PRP, ,/,, cos/NNP, Paul/NNP, would/MD, 've/VB, been/VBN, singled/VBN, out/RP, as/RB, well/RB, ./.]","(ROOT (S (S (NP (PRP It)) (VP (VBZ 's) (ADVP (RB just) (RB as) (RB well)) (NP (NP (NNP Paul) (NNP didn)) (SBAR (S (NP (PRP 't)) (VP (VB go) (PP (IN with) (NP (PRP him))))))))) (, ,) (NP (NNP cos) (NNP Paul)) (VP (MD would) (VP (VB 've) (VP (VBN been) (VP (VBN singled) (PRT (RP out)) (ADVP (RB as) (RB well)))))) (. .)))"
17201,"(517,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
17201,"(518, 519)","Teachers always  think right , he 's with him , he 's a new","[Teachers/NNS, always/RB, think/VBP, right/NN, ,/,, he/PRP, 's/VBZ, with/IN, him/PRP, ,/,, he/PRP, 's/VBZ, a/DT, new/JJ]","(ROOT (S (NP (NNS Teachers)) (VP (ADVP (RB always)) (VBP think) (SBAR (S (NP (NN right)) (PRN (, ,) (S (NP (PRP he)) (VP (VBZ 's) (PP (IN with) (NP (PRP him))))) (, ,)) (NP (PRP he)) (VP (VBZ 's) (NP (DT a) (JJ new))))))))"
17201,"(520,)",Yep .,"[Yep/NN, ./.]",(ROOT (NP (NN Yep) (. .)))
17201,"(521, 522, 523)","you know , identify with it , even if you don 't  portray those  feelings .","[you/PRP, know/VBP, ,/,, identify/VBP, with/IN, it/PRP, ,/,, even/RB, if/IN, you/PRP, don/VBP, 't/PRP, portray/VB, those/DT, feelings/NNS, ./.]","(ROOT (S (NP (PRP you)) (VP (VBP know) (, ,) (VBP identify) (PP (IN with) (NP (PRP it))) (, ,) (SBAR (RB even) (IN if) (S (NP (PRP you)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB portray) (NP (DT those) (NNS feelings)))))))) (. .)))"
17201,"(524, 525)",Well I 'll tell you this once  and then,"[Well/RB, I/PRP, 'll/MD, tell/VB, you/PRP, this/DT, once/RB, and/CC, then/RB]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (PRP I)) (SBAR (S (VP (MD 'll) (VP (VB tell) (NP (PRP you)) (ADVP (DT this) (RB once) (CC and) (RB then)))))))))
17201,"(526,)",Who told you that then ?,"[Who/WP, told/VBD, you/PRP, that/IN, then/RB, ?/.]",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD told) (S (NP (PRP you)) (ADJP (IN that) (RB then))))) (. ?)))
17201,"(527, 528, 529)",Ooh who told me     I think it came from Great Grandma and then   told her .,"[Ooh/NNP, who/WP, told/VBD, me/PRP, I/PRP, think/VBP, it/PRP, came/VBD, from/IN, Great/JJ, Grandma/NNP, and/CC, then/RB, told/VBD, her/PRP, ./.]",(ROOT (S (NP (NP (NNP Ooh)) (SBAR (WHNP (WP who)) (S (VP (VBD told) (S (NP (PRP me)) (NP (PRP I))))))) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VP (VBD came) (PP (IN from) (NP (JJ Great) (NNP Grandma)))) (CC and) (VP (ADVP (RB then)) (VBD told) (NP (PRP her))))))) (. .)))
17201,"(530,)",That 's if you were interested .,"[That/DT, 's/VBZ, if/IN, you/PRP, were/VBD, interested/JJ, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (SBAR (IN if) (S (NP (PRP you)) (VP (VBD were) (ADJP (JJ interested)))))) (. .)))
17201,"(531, 532, 533)",Well   impeachable source but I   there 's no smoke without fire  and everything else I 've heard  I 've got to set this table   .,"[Well/RB, impeachable/JJ, source/NN, but/CC, I/PRP, there/EX, 's/VBZ, no/DT, smoke/NN, without/IN, fire/NN, and/CC, everything/NN, else/RB, I/PRP, 've/VBP, heard/VBN, I/PRP, 've/VBP, got/VBN, to/TO, set/VB, this/DT, table/NN, ./.]",(ROOT (S (ADVP (RB Well)) (NP (NP (JJ impeachable) (NN source)) (PP (CC but) (NP (PRP I)))) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT no) (NN smoke)) (PP (IN without) (NP (NN fire) (CC and) (NN everything))) (SBAR (S (NP (RB else) (PRP I)) (VP (VBP 've) (VP (VBN heard) (SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB set) (NP (DT this) (NN table))))))))))))))) (. .)))
17201,"(534,)","You can 't please them , that Paul managed to get the school team and he can 't","[You/PRP, can/MD, 't/PRP, please/VB, them/PRP, ,/,, that/IN, Paul/NNP, managed/VBD, to/TO, get/VB, the/DT, school/NN, team/NN, and/CC, he/PRP, can/MD, 't/PRP]","(ROOT (S (NP (PRP You)) (VP (MD can) (NP (PRP 't)) (S (VP (VB please) (NP (PRP them)) (, ,) (SBAR (IN that) (S (S (NP (NNP Paul)) (VP (VBD managed) (S (VP (TO to) (VP (VB get) (NP (DT the) (NN school) (NN team))))))) (CC and) (S (NP (PRP he)) (VP (MD can) (VP (NP (PRP 't))))))))))))"
17201,"(535, 536, 537, 538)",Ha  Well he said he 'd probably get on alright at Horstell  that 's the irony of it  wasn 't necessary for him to go to Winston,"[Ha/NNP, Well/RB, he/PRP, said/VBD, he/PRP, 'd/MD, probably/RB, get/VB, on/IN, alright/JJ, at/IN, Horstell/NNP, that/WDT, 's/VBZ, the/DT, irony/NN, of/IN, it/PRP, wasn/VBD, 't/PRP, necessary/JJ, for/IN, him/PRP, to/TO, go/VB, to/TO, Winston/NNP]",(ROOT (S (NP (NP (NNP Ha)) (SBAR (S (INTJ (RB Well)) (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (PRP he)) (VP (MD 'd) (ADVP (RB probably)) (VP (VB get) (PP (IN on) (ADJP (JJ alright))) (PP (IN at) (NP (NP (NNP Horstell)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (NP (NP (DT the) (NN irony)) (PP (IN of) (NP (PRP it))))))))))))))))) (VP (VBD wasn) (S (NP (PRP 't)) (ADJP (JJ necessary)) (SBAR (IN for) (S (NP (PRP him)) (VP (TO to) (VP (VB go) (PP (TO to) (NP (NNP Winston)))))))))))
17201,"(539, 540)","Do you think Mel would , I would of thought Melanie might have been the type t- to sort of li- be lenient on that , you know ,","[Do/VB, you/PRP, think/VB, Mel/NN, would/MD, ,/,, I/PRP, would/MD, of/IN, thought/VBN, Melanie/NNP, might/MD, have/VB, been/VBN, the/DT, type/NN, t-/NN, to/TO, sort/NN, of/IN, li-/NN, be/VB, lenient/JJ, on/IN, that/DT, ,/,, you/PRP, know/VBP, ,/,]","(ROOT (S (VP (VB Do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (NP (NN Mel)) (VP (MD would) (PRN (, ,) (S (NP (PRP I)) (VP (MD would) (PP (IN of)) (VP (VBN thought) (SBAR (S (NP (NNP Melanie)) (VP (MD might) (VP (VB have) (VP (VBN been) (NP (DT the) (NN type) (NN t-)) (PP (TO to) (NP (NP (NN sort)) (PP (IN of) (NP (NN li-)))))))))))))) (VP (VB be) (ADJP (JJ lenient) (PP (IN on) (NP (DT that)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))))))))"
17201,"(541,)",What different schools ?,"[What/WDT, different/JJ, schools/NNS, ?/.]",(ROOT (FRAG (SBARQ (WHNP (WDT What) (JJ different) (NNS schools)) (. ?))))
17201,"(542,)","Yeah , sort of say well","[Yeah/UH, ,/,, sort/NN, of/IN, say/VBP, well/RB]","(ROOT (S (INTJ (UH Yeah)) (, ,) (NP (NN sort)) (ADVP (IN of)) (VP (VBP say) (ADVP (RB well)))))"
17201,"(543, 544)",Well I mean Phillip wanted to go to  Winston .,"[Well/RB, I/PRP, mean/VBP, Phillip/NNP, wanted/VBD, to/TO, go/VB, to/TO, Winston/NNP, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (NNP Phillip)) (VP (VBD wanted) (S (VP (TO to) (VP (VB go) (PP (TO to) (NP (NNP Winston)))))))))) (. .)))
17201,"(545,)",Oh .,"[Oh/UH, ./.]",(ROOT (INTJ (UH Oh) (. .)))
17201,"(546,)",I am making a mess !,"[I/PRP, am/VBP, making/VBG, a/DT, mess/NN, !/.]",(ROOT (S (NP (PRP I)) (VP (VBP am) (VP (VBG making) (NP (DT a) (NN mess)))) (. !)))
17201,"(547,)",Urgh !,"[Urgh/NN, !/.]",(ROOT (NP (NN Urgh) (. !)))
17201,"(548,)","Should of left , Rufus .","[Should/MD, of/IN, left/VBN, ,/,, Rufus/NNP, ./.]","(ROOT (S (VP (MD Should) (PP (IN of)) (VP (VBN left) (, ,) (NP (NNP Rufus)))) (. .)))"
17201,"(549, 550)",Well I did leave the other one  how long do you leave it ?,"[Well/RB, I/PRP, did/VBD, leave/VB, the/DT, other/JJ, one/CD, how/WRB, long/RB, do/VBP, you/PRP, leave/VB, it/PRP, ?/.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (VBD did) (VP (VB leave) (NP (NP (DT the) (JJ other) (CD one)) (SBAR (WHNP (WRB how) (RB long)) (S (VP (VBP do) (S (NP (PRP you)) (VP (VB leave) (NP (PRP it)))))))))) (. ?)))
17201,"(551, 552)",I 'd have  should of left it till     .,"[I/PRP, 'd/MD, have/VB, should/MD, of/IN, left/VBN, it/PRP, till/IN, ./.]",(ROOT (S (NP (PRP I)) (VP (MD 'd) (VP (VB have) (VP (MD should) (S (ADVP (IN of)) (VP (VBN left) (NP (PRP it)) (PP (IN till))))))) (. .)))
17201,"(553, 554)",I think Moira 's gone to church  I think she has .,"[I/PRP, think/VBP, Moira/NNP, 's/POS, gone/VBN, to/TO, church/NN, I/PRP, think/VBP, she/PRP, has/VBZ, ./.]",(ROOT (S (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NNP Moira) (POS 's)) (VP (VBN gone) (PP (TO to) (NP (NN church)))))))) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP she)) (VP (VBZ has))))) (. .)))
17201,"(555, 556, 557, 558)",Well I might not    Peter 's   entire office  dip switch  Trev .,"[Well/RB, I/PRP, might/MD, not/RB, Peter/NNP, 's/POS, entire/JJ, office/NN, dip/NN, switch/NN, Trev/NNP, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (MD might) (PP (RB not) (NP (NP (NP (NNP Peter) (POS 's)) (JJ entire) (NN office) (NN dip) (NN switch)) (NP (NNP Trev))))) (. .)))
17201,"(559, 560, 561, 562, 563, 564)","Well I I thought  oh  go and watch the telly  and I 'll send Paul round when he gets back  right , I 'll take these two mugs to school , those with the   on  what did you do with the other one ?","[Well/RB, I/PRP, I/PRP, thought/VBD, oh/UH, go/VB, and/CC, watch/VB, the/DT, telly/NNP, and/CC, I/PRP, 'll/MD, send/VB, Paul/NNP, round/NN, when/WRB, he/PRP, gets/VBZ, back/RB, right/JJ, ,/,, I/PRP, 'll/MD, take/VB, these/DT, two/CD, mugs/NNS, to/TO, school/NN, ,/,, those/DT, with/IN, the/DT, on/IN, what/WP, did/VBD, you/PRP, do/VBP, with/IN, the/DT, other/JJ, one/CD, ?/.]","(ROOT (S (SBAR (X (ADVP (RB Well)) (NP (PRP I))) (S (S (NP (PRP I)) (VP (VBD thought) (S (INTJ (UH oh)) (VP (VB go) (CC and) (VB watch) (NP (DT the) (NNP telly)))))) (CC and) (S (NP (PRP I)) (VP (MD 'll) (VP (VB send) (NP (NNP Paul) (NN round)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ gets) (ADVP (RB back) (JJ right)))))))))) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VB take) (NP (DT these) (CD two) (NNS mugs)) (PP (TO to) (NP (NP (NN school)) (, ,) (SBAR (WHNP (NP (DT those)) (WHPP (IN with) (WHNP (NP (DT the)) (WHPP (IN on) (WHNP (WP what)))))) (S (VP (VBD did) (SBAR (S (NP (PRP you)) (VP (VBP do) (PP (IN with) (NP (DT the) (JJ other) (CD one))))))))))))) (. ?)))"
17201,"(565,)","It 's got quite well spiders on , but at least you feel they 're being used we don 't get","[It/PRP, 's/VBZ, got/VBN, quite/RB, well/RB, spiders/NNS, on/IN, ,/,, but/CC, at/IN, least/JJS, you/PRP, feel/VBP, they/PRP, 're/VBP, being/VBG, used/VBN, we/PRP, don/VBP, 't/PRP, get/VB]","(ROOT (S (NP (PRP It)) (VP (VBZ 's) (VP (VBN got) (ADVP (RB quite) (RB well) (SBAR (S (NP (NP (NNS spiders)) (PP (IN on) (PRN (, ,) (CC but) (ADVP (IN at) (JJS least))) (NP (PRP you)))) (VP (VBP feel) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG being) (VP (VBN used) (SBAR (S (NP (PRP we)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB get)))))))))))))))))))"
17201,"(566,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
17201,"(567, 568, 569)","enough out of Ha  Oh drink  two , four , six , eight , ten , there 's enough bowls for ten people to have fruit salad .","[enough/RB, out/IN, of/IN, Ha/NNP, Oh/UH, drink/VB, two/CD, ,/,, four/CD, ,/,, six/CD, ,/,, eight/CD, ,/,, ten/CD, ,/,, there/EX, 's/VBZ, enough/JJ, bowls/NNPS, for/IN, ten/CD, people/NNS, to/TO, have/VB, fruit/NN, salad/NN, ./.]","(ROOT (S (S (ADVP (RB enough) (IN out) (PP (IN of) (NP (NP (NNP Ha)) (FRAG (INTJ (UH Oh)))))) (VP (VB drink) (NP (NP (CD two)) (, ,) (NP (CD four)) (, ,) (NP (CD six)) (, ,) (NP (CD eight)) (, ,) (NP (CD ten))))) (, ,) (NP (EX there)) (VP (VBZ 's) (NP (NP (JJ enough) (NNPS bowls)) (PP (IN for) (NP (CD ten) (NNS people))) (S (VP (TO to) (VP (VB have) (NP (NN fruit) (NN salad))))))) (. .)))"
17201,"(570,)",That 's your lot .,"[That/DT, 's/VBZ, your/PRP$, lot/NN, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (PRP$ your) (NN lot))) (. .)))
17201,"(571, 572, 573)",That 's your lot    that through  how many seats there in the front room ?,"[That/DT, 's/VBZ, your/PRP$, lot/NN, that/IN, through/IN, how/WRB, many/JJ, seats/NNS, there/RB, in/IN, the/DT, front/JJ, room/NN, ?/.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (PRP$ your) (NN lot)) (SBAR (IN that) (FRAG (WHPP (IN through) (WHNP (WHNP (WHADJP (WRB how) (JJ many)) (NNS seats)) (PP (ADVP (RB there)) (IN in) (NP (DT the) (JJ front) (NN room))))))))) (. ?)))
17201,"(574, 575, 576, 577, 578)","One , two , three , four five  six , seven , eight  no one , two  three , four  there 's nine so we 'll probably have to take some stools in , but I won 't take them in till the last minute .","[One/CD, ,/,, two/CD, ,/,, three/CD, ,/,, four/CD, five/CD, six/CD, ,/,, seven/CD, ,/,, eight/CD, no/DT, one/NN, ,/,, two/CD, three/CD, ,/,, four/CD, there/EX, 's/VBZ, nine/CD, so/IN, we/PRP, 'll/MD, probably/RB, have/VB, to/TO, take/VB, some/DT, stools/NNS, in/IN, ,/,, but/CC, I/PRP, won/VBD, 't/PRP, take/VB, them/PRP, in/IN, till/IN, the/DT, last/JJ, minute/NN, ./.]","(ROOT (NP (NP (CD One)) (, ,) (NP (CD two)) (, ,) (NP (CD three)) (, ,) (NP (NP (QP (CD four) (CD five))) (NP (CD six))) (, ,) (NP (CD seven)) (, ,) (NP (NP (CD eight)) (NP (DT no) (NN one))) (, ,) (NP (CD two) (CD three)) (, ,) (NP (NP (CD four)) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (CD nine)) (SBAR (IN so) (S (S (NP (PRP we)) (VP (MD 'll) (ADVP (RB probably)) (VP (VB have) (S (VP (TO to) (VP (VB take) (NP (DT some) (NNS stools)) (PP (IN in)))))))) (, ,) (CC but) (S (NP (PRP I)) (VP (VBD won) (S (NP (PRP 't)) (VP (VB take) (NP (PRP them)) (PP (IN in) (PP (IN till) (NP (DT the) (JJ last) (NN minute)))))))))))))) (. .)))"
17201,"(579,)",When do I add the drink in ?,"[When/WRB, do/VBP, I/PRP, add/VB, the/DT, drink/NN, in/IN, ?/.]",(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBP do) (NP (PRP I)) (VP (VB add) (NP (DT the) (NN drink)) (PP (IN in)))) (. ?)))
17201,"(580,)",Well what needs to be cold that 's out there ?,"[Well/RB, what/WP, needs/VBZ, to/TO, be/VB, cold/JJ, that/DT, 's/VBZ, out/IN, there/RB, ?/.]",(ROOT (SBARQ (ADVP (RB Well)) (WHNP (WP what)) (SQ (VP (VBZ needs) (S (VP (TO to) (VP (VB be) (ADJP (JJ cold) (SBAR (S (NP (DT that)) (VP (VBZ 's) (PP (IN out) (NP (RB there)))))))))))) (. ?)))
17201,"(581,)",What we having   ?,"[What/WP, we/PRP, having/VBG, ?/.]",(ROOT (SBARQ (WHNP (WHNP (WP What)) (NP (PRP we))) (SQ (VP (VBG having))) (. ?)))
17201,"(582, 583)","I haven 't got a clue , it 's up to you  there 's a box of wine that 's been in the fridge for about six weeks !","[I/PRP, haven/NN, 't/PRP, got/VBD, a/DT, clue/NN, ,/,, it/PRP, 's/VBZ, up/RB, to/TO, you/PRP, there/EX, 's/VBZ, a/DT, box/NN, of/IN, wine/NN, that/WDT, 's/VBZ, been/VBN, in/IN, the/DT, fridge/NN, for/IN, about/RB, six/CD, weeks/NNS, !/.]","(ROOT (S (S (NP (PRP I)) (VP (NN haven) (SBAR (S (NP (PRP 't)) (VP (VBD got) (NP (DT a) (NN clue))))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (ADVP (RB up) (PP (TO to) (NP (PRP you)))) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (NP (DT a) (NN box)) (PP (IN of) (NP (NN wine))) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (VP (VBN been) (PP (IN in) (NP (DT the) (NN fridge))) (PP (IN for) (NP (QP (RB about) (CD six)) (NNS weeks)))))))))))) (. !)))"
17201,"(584,)","We 'll have that , that 's quite a good one I think , though .","[We/PRP, 'll/MD, have/VB, that/DT, ,/,, that/DT, 's/VBZ, quite/RB, a/DT, good/JJ, one/CD, I/PRP, think/VBP, ,/,, though/IN, ./.]","(ROOT (S (S (NP (PRP We)) (VP (MD 'll) (VP (VB have) (NP (DT that))))) (, ,) (NP (DT that)) (VP (VBZ 's) (ADVP (RB quite)) (NP (NP (DT a) (JJ good) (CD one)) (SBAR (S (NP (PRP I)) (VP (VBP think))))) (, ,) (ADVP (IN though))) (. .)))"
17201,"(585,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
17201,"(586,)",That 's Sainsbury 's   Muscadet we 'll have that .,"[That/DT, 's/VBZ, Sainsbury/NNP, 's/POS, Muscadet/NN, we/PRP, 'll/MD, have/VB, that/DT, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (NP (NNP Sainsbury) (POS 's)) (NN Muscadet)) (SBAR (S (NP (PRP we)) (VP (MD 'll) (VP (VB have) (NP (DT that)))))))) (. .)))
17201,"(587,)",Yep .,"[Yep/NN, ./.]",(ROOT (NP (NN Yep) (. .)))
17201,"(588, 589, 590, 591, 592, 593)","So there 's white wine  I 'll put these two in the fridge , so there 's sparkling orange  and there 's  Sainsbury 's Cascade  put a Kiri  er what does Karen have , Appletise","[So/RB, there/EX, 's/VBZ, white/JJ, wine/NN, I/PRP, 'll/MD, put/VB, these/DT, two/CD, in/IN, the/DT, fridge/NN, ,/,, so/RB, there/EX, 's/VBZ, sparkling/JJ, orange/NN, and/CC, there/EX, 's/VBZ, Sainsbury/NNP, 's/POS, Cascade/NN, put/VBD, a/DT, Kiri/NNP, er/NN, what/WP, does/VBZ, Karen/NNP, have/VB, ,/,, Appletise/NN]","(ROOT (S (S (RB So) (NP (EX there)) (VP (VBZ 's) (NP (NP (JJ white) (NN wine)) (SBAR (S (NP (PRP I)) (VP (MD 'll) (VP (VB put) (NP (NP (DT these) (CD two)) (PP (IN in) (NP (DT the) (NN fridge))))))))))) (, ,) (S (ADVP (RB so)) (NP (EX there)) (VP (VBZ 's) (NP (JJ sparkling) (NN orange)))) (CC and) (S (NP (EX there)) (VP (VBZ 's) (NP (NP (NP (NNP Sainsbury) (POS 's)) (NN Cascade)) (SBAR (S (VP (VBD put) (NP (DT a) (NNP Kiri) (NN er)) (NP (SBAR (WHNP (WP what)) (S (VP (VBZ does) (S (NP (NNP Karen)) (VP (VB have)))))) (, ,) (NP (NN Appletise)))))))))))"
17201,"(594,)",Appletise .,"[Appletise/NN, ./.]",(ROOT (NP (NN Appletise) (. .)))
17201,"(595,)",is it ?,"[is/VBZ, it/PRP, ?/.]",(ROOT (S (VP (VBZ is) (NP (PRP it))) (. ?)))
17201,"(596, 597)","Put that in the fridge , there 's room in the fridge now  have you put an Appletise in the fridge ?","[Put/VB, that/DT, in/IN, the/DT, fridge/NN, ,/,, there/EX, 's/VBZ, room/NN, in/IN, the/DT, fridge/NN, now/RB, have/VBP, you/PRP, put/VB, an/DT, Appletise/NN, in/IN, the/DT, fridge/NN, ?/.]","(ROOT (S (S (VP (VB Put) (NP (NP (DT that)) (PP (IN in) (NP (DT the) (NN fridge)))))) (, ,) (NP (EX there)) (VP (VBZ 's) (SBAR (S (NP (NP (NN room)) (PP (IN in) (NP (DT the) (NN fridge)))) (ADVP (RB now)) (VP (VBP have) (S (NP (PRP you)) (VP (VB put) (NP (DT an) (NN Appletise)) (PP (IN in) (NP (DT the) (NN fridge))))))))) (. ?)))"
17201,"(598,)",In fact you could bring quite a bit of it in and put it in the fridge .,"[In/IN, fact/NN, you/PRP, could/MD, bring/VB, quite/RB, a/DT, bit/NN, of/IN, it/PRP, in/IN, and/CC, put/VB, it/PRP, in/IN, the/DT, fridge/NN, ./.]",(ROOT (S (PP (IN In) (NP (NN fact))) (NP (PRP you)) (VP (MD could) (VP (VP (VB bring) (NP (NP (RB quite) (DT a) (NN bit)) (PP (IN of) (NP (PRP it)))) (PP (IN in))) (CC and) (VP (VB put) (NP (PRP it)) (PP (IN in) (NP (DT the) (NN fridge)))))) (. .)))
